id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra,tags,descripcion_rica,origen,contenido_caja,garantia_detalle
SIL0007,Silla gamer Cougar Armor S Negro y rojo,silla gamer,548500,19,"Silla gamer Cougar Armor S, color Negro y rojo. reclinable. peso 14131g. dimensiones 63.9x67.1x119.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Cougar,Armor S,Negro y rojo,Ecocuero y metal,14131,63.9x67.1x119.2 cm,12,Gaming y oficina,reclinable,"armor, armor s, cougar, gamer, gaming, gaming y oficina, negro y rojo, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Cougar Armor S, color Negro y rojo. reclinable. peso 14131g. dimensiones 63.9x67.1x119.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Cougar de Taiwan. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Cougar de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0008,Silla gamer Cougar Armor S Negro,silla gamer,548500,12,"Silla gamer Cougar Armor S, color Negro. reclinable. peso 16122g. dimensiones 73.1x64.9x132.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Cougar,Armor S,Negro,Ecocuero y metal,16122,73.1x64.9x132.2 cm,12,Gaming y oficina,reclinable,"armor, armor s, cougar, gamer, gaming, gaming y oficina, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Cougar Armor S, color Negro. reclinable. peso 16122g. dimensiones 73.1x64.9x132.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Cougar de Taiwan. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Cougar de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0009,Silla gamer Cougar Armor S Negro y azul,silla gamer,548500,12,"Silla gamer Cougar Armor S, color Negro y azul. reclinable. peso 14716g. dimensiones 70.3x64.6x118.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Cougar,Armor S,Negro y azul,Ecocuero y metal,14716,70.3x64.6x118.7 cm,12,Gaming y oficina,reclinable,"armor, armor s, cougar, gamer, gaming, gaming y oficina, negro y azul, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Cougar Armor S, color Negro y azul. reclinable. peso 14716g. dimensiones 70.3x64.6x118.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Cougar de Taiwan. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Cougar de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0010,Silla gamer Gamemax GCR07 Negro y rojo,silla gamer,237000,13,"Silla gamer Gamemax GCR07, color Negro y rojo. reclinable. peso 18294g. dimensiones 63.4x72.1x134.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Gamemax,GCR07,Negro y rojo,Ecocuero y metal,18294,63.4x72.1x134.7 cm,12,Gaming y oficina,reclinable,"gamemax, gamer, gaming, gaming y oficina, gcr07, negro y rojo, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Gamemax GCR07, color Negro y rojo. reclinable. peso 18294g. dimensiones 63.4x72.1x134.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Gamemax de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Gamemax de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0011,Silla gamer Gamemax GCR07 Negro,silla gamer,237000,12,"Silla gamer Gamemax GCR07, color Negro. reclinable. peso 13631g. dimensiones 75.5x66.7x112.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Gamemax,GCR07,Negro,Ecocuero y metal,13631,75.5x66.7x112.7 cm,12,Gaming y oficina,reclinable,"gamemax, gamer, gaming, gaming y oficina, gcr07, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Gamemax GCR07, color Negro. reclinable. peso 13631g. dimensiones 75.5x66.7x112.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Gamemax de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Gamemax de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0012,Silla gamer Gamemax GCR07 Negro y azul,silla gamer,237000,22,"Silla gamer Gamemax GCR07, color Negro y azul. reclinable. peso 19986g. dimensiones 68.2x66.9x124.3 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Gamemax,GCR07,Negro y azul,Ecocuero y metal,19986,68.2x66.9x124.3 cm,12,Gaming y oficina,reclinable,"gamemax, gamer, gaming, gaming y oficina, gcr07, negro y azul, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Gamemax GCR07, color Negro y azul. reclinable. peso 19986g. dimensiones 68.2x66.9x124.3 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Gamemax de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Gamemax de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0013,Silla gamer Noblechairs Hero Negro y rojo,silla gamer,699500,15,"Silla gamer Noblechairs Hero, color Negro y rojo. reclinable. peso 14847g. dimensiones 69.9x68.7x124.6 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Noblechairs,Hero,Negro y rojo,Ecocuero y metal,14847,69.9x68.7x124.6 cm,12,Gaming y oficina,reclinable,"gamer, gaming, gaming y oficina, hero, negro y rojo, noblechairs, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Noblechairs Hero, color Negro y rojo. reclinable. peso 14847g. dimensiones 69.9x68.7x124.6 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Noblechairs de Alemania. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Noblechairs de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0014,Silla gamer Noblechairs Hero Negro,silla gamer,699500,8,"Silla gamer Noblechairs Hero, color Negro. reclinable. peso 19273g. dimensiones 63.9x65.7x119.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Noblechairs,Hero,Negro,Ecocuero y metal,19273,63.9x65.7x119.2 cm,12,Gaming y oficina,reclinable,"gamer, gaming, gaming y oficina, hero, noblechairs, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Noblechairs Hero, color Negro. reclinable. peso 19273g. dimensiones 63.9x65.7x119.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Noblechairs de Alemania. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Noblechairs de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0015,Silla gamer Noblechairs Hero Negro y azul,silla gamer,699500,16,"Silla gamer Noblechairs Hero, color Negro y azul. reclinable. peso 19929g. dimensiones 67.7x63.8x125.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Noblechairs,Hero,Negro y azul,Ecocuero y metal,19929,67.7x63.8x125.2 cm,12,Gaming y oficina,reclinable,"gamer, gaming, gaming y oficina, hero, negro y azul, noblechairs, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Noblechairs Hero, color Negro y azul. reclinable. peso 19929g. dimensiones 67.7x63.8x125.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Noblechairs de Alemania. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Noblechairs de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0016,Silla gamer ProSeat Ergo Mesh Negro y rojo,silla gamer,295000,19,"Silla gamer ProSeat Ergo Mesh, color Negro y rojo. reclinable. peso 12981g. dimensiones 77.0x76.0x121.9 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",ProSeat,Ergo Mesh,Negro y rojo,Ecocuero y metal,12981,77.0x76.0x121.9 cm,12,Gaming y oficina,reclinable,"ergo, ergo mesh, gamer, gaming, gaming y oficina, mesh, negro y rojo, proseat, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer ProSeat Ergo Mesh, color Negro y rojo. reclinable. peso 12981g. dimensiones 77.0x76.0x121.9 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca ProSeat. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial ProSeat de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0017,Silla gamer ProSeat Ergo Mesh Negro,silla gamer,295000,14,"Silla gamer ProSeat Ergo Mesh, color Negro. reclinable. peso 15479g. dimensiones 66.4x65.4x134.1 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",ProSeat,Ergo Mesh,Negro,Ecocuero y metal,15479,66.4x65.4x134.1 cm,12,Gaming y oficina,reclinable,"ergo, ergo mesh, gamer, gaming, gaming y oficina, mesh, proseat, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer ProSeat Ergo Mesh, color Negro. reclinable. peso 15479g. dimensiones 66.4x65.4x134.1 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca ProSeat. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial ProSeat de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0018,Silla gamer ProSeat Ergo Mesh Negro y azul,silla gamer,295000,0,"Silla gamer ProSeat Ergo Mesh, color Negro y azul. reclinable. peso 14158g. dimensiones 66.7x75.9x124.0 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",ProSeat,Ergo Mesh,Negro y azul,Ecocuero y metal,14158,66.7x75.9x124.0 cm,12,Gaming y oficina,reclinable,"ergo, ergo mesh, gamer, gaming, gaming y oficina, mesh, negro y azul, proseat, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer ProSeat Ergo Mesh, color Negro y azul. reclinable. peso 14158g. dimensiones 66.7x75.9x124.0 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca ProSeat. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial ProSeat de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0019,Silla gamer Redragon King of War Negro y rojo,silla gamer,309500,15,"Silla gamer Redragon King of War, color Negro y rojo. reclinable. peso 13116g. dimensiones 64.4x66.9x132.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Redragon,King of War,Negro y rojo,Ecocuero y metal,13116,64.4x66.9x132.2 cm,12,Gaming y oficina,reclinable,"gamer, gaming, gaming y oficina, king, king of war, negro y rojo, redragon, silla ergonomica, silla escritorio, silla gamer, silla gaming, war","Silla gamer Redragon King of War, color Negro y rojo. reclinable. peso 13116g. dimensiones 64.4x66.9x132.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Redragon de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Redragon de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0020,Silla gamer Redragon King of War Negro,silla gamer,309500,4,"Silla gamer Redragon King of War, color Negro. reclinable. peso 20432g. dimensiones 69.6x66.6x125.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Redragon,King of War,Negro,Ecocuero y metal,20432,69.6x66.6x125.2 cm,12,Gaming y oficina,reclinable,"gamer, gaming, gaming y oficina, king, king of war, redragon, silla ergonomica, silla escritorio, silla gamer, silla gaming, war","Silla gamer Redragon King of War, color Negro. reclinable. peso 20432g. dimensiones 69.6x66.6x125.2 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Redragon de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Redragon de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0021,Silla gamer Redragon King of War Negro y azul,silla gamer,309500,1,"Silla gamer Redragon King of War, color Negro y azul. reclinable. peso 20175g. dimensiones 72.6x63.5x128.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Redragon,King of War,Negro y azul,Ecocuero y metal,20175,72.6x63.5x128.7 cm,12,Gaming y oficina,reclinable,"gamer, gaming, gaming y oficina, king, king of war, negro y azul, redragon, silla ergonomica, silla escritorio, silla gamer, silla gaming, war","Silla gamer Redragon King of War, color Negro y azul. reclinable. peso 20175g. dimensiones 72.6x63.5x128.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Redragon de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Redragon de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0022,Silla gamer Redragon Gaia Negro y rojo,silla gamer,369500,5,"Silla gamer Redragon Gaia, color Negro y rojo. reclinable. peso 12684g. dimensiones 65.0x74.3x136.1 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Redragon,Gaia,Negro y rojo,Ecocuero y metal,12684,65.0x74.3x136.1 cm,12,Gaming y oficina,reclinable,"gaia, gamer, gaming, gaming y oficina, negro y rojo, redragon, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Redragon Gaia, color Negro y rojo. reclinable. peso 12684g. dimensiones 65.0x74.3x136.1 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Redragon de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Redragon de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0023,Silla gamer Redragon Gaia Negro,silla gamer,369500,12,"Silla gamer Redragon Gaia, color Negro. reclinable. peso 19511g. dimensiones 72.1x72.8x112.9 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Redragon,Gaia,Negro,Ecocuero y metal,19511,72.1x72.8x112.9 cm,12,Gaming y oficina,reclinable,"gaia, gamer, gaming, gaming y oficina, redragon, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Redragon Gaia, color Negro. reclinable. peso 19511g. dimensiones 72.1x72.8x112.9 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Redragon de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Redragon de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0024,Silla gamer Redragon Gaia Negro y azul,silla gamer,369500,0,"Silla gamer Redragon Gaia, color Negro y azul. reclinable. peso 14301g. dimensiones 66.0x63.5x123.5 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Redragon,Gaia,Negro y azul,Ecocuero y metal,14301,66.0x63.5x123.5 cm,12,Gaming y oficina,reclinable,"gaia, gamer, gaming, gaming y oficina, negro y azul, redragon, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Redragon Gaia, color Negro y azul. reclinable. peso 14301g. dimensiones 66.0x63.5x123.5 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Redragon de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Redragon de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0025,Silla gamer Cougar Fusion Negro y rojo,silla gamer,438500,10,"Silla gamer Cougar Fusion, color Negro y rojo. reclinable. peso 14706g. dimensiones 71.2x76.2x122.5 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Cougar,Fusion,Negro y rojo,Ecocuero y metal,14706,71.2x76.2x122.5 cm,12,Gaming y oficina,reclinable,"cougar, fusion, gamer, gaming, gaming y oficina, negro y rojo, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Cougar Fusion, color Negro y rojo. reclinable. peso 14706g. dimensiones 71.2x76.2x122.5 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Cougar de Taiwan. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Cougar de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0026,Silla gamer Cougar Fusion Negro,silla gamer,438500,1,"Silla gamer Cougar Fusion, color Negro. reclinable. peso 20062g. dimensiones 69.8x63.9x121.8 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Cougar,Fusion,Negro,Ecocuero y metal,20062,69.8x63.9x121.8 cm,12,Gaming y oficina,reclinable,"cougar, fusion, gamer, gaming, gaming y oficina, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Cougar Fusion, color Negro. reclinable. peso 20062g. dimensiones 69.8x63.9x121.8 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Cougar de Taiwan. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Cougar de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0027,Silla gamer Cougar Fusion Negro y azul,silla gamer,438500,22,"Silla gamer Cougar Fusion, color Negro y azul. reclinable. peso 15308g. dimensiones 71.7x66.0x133.3 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Cougar,Fusion,Negro y azul,Ecocuero y metal,15308,71.7x66.0x133.3 cm,12,Gaming y oficina,reclinable,"cougar, fusion, gamer, gaming, gaming y oficina, negro y azul, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Cougar Fusion, color Negro y azul. reclinable. peso 15308g. dimensiones 71.7x66.0x133.3 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Cougar de Taiwan. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Cougar de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0028,Silla gamer Gamemax GCR08 Negro y rojo,silla gamer,277500,15,"Silla gamer Gamemax GCR08, color Negro y rojo. reclinable. peso 14908g. dimensiones 76.6x73.6x113.3 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Gamemax,GCR08,Negro y rojo,Ecocuero y metal,14908,76.6x73.6x113.3 cm,12,Gaming y oficina,reclinable,"gamemax, gamer, gaming, gaming y oficina, gcr08, negro y rojo, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Gamemax GCR08, color Negro y rojo. reclinable. peso 14908g. dimensiones 76.6x73.6x113.3 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Gamemax de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Gamemax de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0029,Silla gamer Gamemax GCR08 Negro,silla gamer,277500,11,"Silla gamer Gamemax GCR08, color Negro. reclinable. peso 15906g. dimensiones 72.9x71.0x131.8 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Gamemax,GCR08,Negro,Ecocuero y metal,15906,72.9x71.0x131.8 cm,12,Gaming y oficina,reclinable,"gamemax, gamer, gaming, gaming y oficina, gcr08, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Gamemax GCR08, color Negro. reclinable. peso 15906g. dimensiones 72.9x71.0x131.8 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Gamemax de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Gamemax de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0030,Silla gamer Gamemax GCR08 Negro y azul,silla gamer,277500,1,"Silla gamer Gamemax GCR08, color Negro y azul. reclinable. peso 20976g. dimensiones 74.4x71.5x124.4 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Gamemax,GCR08,Negro y azul,Ecocuero y metal,20976,74.4x71.5x124.4 cm,12,Gaming y oficina,reclinable,"gamemax, gamer, gaming, gaming y oficina, gcr08, negro y azul, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer Gamemax GCR08, color Negro y azul. reclinable. peso 20976g. dimensiones 74.4x71.5x124.4 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Gamemax de China. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Gamemax de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0031,Silla gamer DT3 Elise Negro y rojo,silla gamer,474500,5,"Silla gamer DT3 Elise, color Negro y rojo. reclinable. peso 14245g. dimensiones 70.9x66.8x122.9 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",DT3,Elise,Negro y rojo,Ecocuero y metal,14245,70.9x66.8x122.9 cm,12,Gaming y oficina,reclinable,"dt3, elise, gamer, gaming, gaming y oficina, negro y rojo, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer DT3 Elise, color Negro y rojo. reclinable. peso 14245g. dimensiones 70.9x66.8x122.9 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca DT3 de Brasil. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial DT3 de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0032,Silla gamer DT3 Elise Negro,silla gamer,474500,17,"Silla gamer DT3 Elise, color Negro. reclinable. peso 18927g. dimensiones 67.5x73.5x116.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",DT3,Elise,Negro,Ecocuero y metal,18927,67.5x73.5x116.7 cm,12,Gaming y oficina,reclinable,"dt3, elise, gamer, gaming, gaming y oficina, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer DT3 Elise, color Negro. reclinable. peso 18927g. dimensiones 67.5x73.5x116.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca DT3 de Brasil. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial DT3 de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0033,Silla gamer DT3 Elise Negro y azul,silla gamer,474500,0,"Silla gamer DT3 Elise, color Negro y azul. reclinable. peso 21341g. dimensiones 74.5x74.1x118.8 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",DT3,Elise,Negro y azul,Ecocuero y metal,21341,74.5x74.1x118.8 cm,12,Gaming y oficina,reclinable,"dt3, elise, gamer, gaming, gaming y oficina, negro y azul, silla ergonomica, silla escritorio, silla gamer, silla gaming","Silla gamer DT3 Elise, color Negro y azul. reclinable. peso 21341g. dimensiones 74.5x74.1x118.8 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca DT3 de Brasil. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial DT3 de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0034,Silla gamer Corsair TC100 Relaxed Negro y rojo,silla gamer,400000,5,"Silla gamer Corsair TC100 Relaxed, color Negro y rojo. reclinable. peso 12845g. dimensiones 66.8x76.2x122.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Corsair,TC100 Relaxed,Negro y rojo,Ecocuero y metal,12845,66.8x76.2x122.7 cm,12,Gaming y oficina,reclinable,"corsair, gamer, gaming, gaming y oficina, negro y rojo, relaxed, silla ergonomica, silla escritorio, silla gamer, silla gaming, tc100, tc100 relaxed","Silla gamer Corsair TC100 Relaxed, color Negro y rojo. reclinable. peso 12845g. dimensiones 66.8x76.2x122.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Corsair de Estados Unidos. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Corsair de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
SIL0035,Silla gamer Corsair TC100 Relaxed Negro,silla gamer,400000,14,"Silla gamer Corsair TC100 Relaxed, color Negro. reclinable. peso 16734g. dimensiones 64.5x63.2x119.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Corsair,TC100 Relaxed,Negro,Ecocuero y metal,16734,64.5x63.2x119.7 cm,12,Gaming y oficina,reclinable,"corsair, gamer, gaming, gaming y oficina, relaxed, silla ergonomica, silla escritorio, silla gamer, silla gaming, tc100, tc100 relaxed","Silla gamer Corsair TC100 Relaxed, color Negro. reclinable. peso 16734g. dimensiones 64.5x63.2x119.7 cm. Material Ecocuero y metal. Garantia oficial 12 meses. Disenada para Gaming y oficina.",Marca Corsair de Estados Unidos. Fabricado en China.,"Silla desarmada en caja, kit de tornillos, herramientas, manual de armado","Garantia oficial Corsair de 12 meses por defectos de fabricacion, gestionada con el servicio tecnico autorizado en Argentina. No cubre danos por mal uso, golpes ni humedad."
