id,nombre,categoria,precio_ars,stock,descripcion,marca,modelo,color,material,peso_gramos,dimensiones,garantia_meses,uso_recomendado,caracteristicas_extra
PAR0064,Parlante Genius Go 2856,parlante,109500,5,"parlante Genius subwoofer estereo, color blanco. Ideal para estudio.",Genius,Go 2856,Blanco,Madera y plastico,6486,12x38x20 cm,36,Streaming,"subwoofer, estereo"
SSD0064,Ssd Samsung Air 6097,ssd,84000,33,"ssd Samsung lectura 3500MB/s NVMe, color blanco. Ideal para estudio.",Samsung,Air 6097,Blanco,Metal,3092,26x40x19 cm,6,Streaming,"lectura 3500MB/s, NVMe"
RAM0064,Ram ADATA One 7698,ram,201000,7,"ram ADATA 8GB 3200MHz, color plata. Ideal para estudio.",ADATA,One 7698,Plata,PCB,414,50x8x26 cm,24,Oficina,"8GB, 3200MHz"
GPU0064,Placa de video Zotac Series 9993,placa de video,1924500,39,"placa de video Zotac RTX 4060 8GB GDDR6, color rosa. Ideal para estudio.",Zotac,Series 9993,Rosa,Metal y plastico,7493,42x35x30 cm,12,Estudio,"RTX 4060, 8GB GDDR6"
FUE0064,Fuente Cooler Master X 5195,fuente,314500,9,"fuente Cooler Master modular 650W, color negro. Ideal para hogar.",Cooler Master,X 5195,Negro,Metal,1381,5x8x7 cm,12,Estudio,"modular, 650W"
GAB0064,Gabinete Thermaltake Series 2188,gabinete,91000,0,"gabinete Thermaltake Micro ATX buena ventilacion, color rosa. Ideal para profesional.",Thermaltake,Series 2188,Rosa,Acero y vidrio,4041,22x18x25 cm,12,Streaming,"Micro ATX, buena ventilacion"
CPU0064,Procesador Intel Ultra 7005,procesador,171500,9,"procesador Intel Ryzen 7 8 nucleos, color rojo. Ideal para streaming.",Intel,Ultra 7005,Rojo,Silicio,156,13x7x22 cm,12,Gaming,"Ryzen 7, 8 nucleos"
MBO0064,Motherboard MSI Go 2545,motherboard,257000,29,"motherboard MSI Micro ATX B760, color rosa. Ideal para oficina.",MSI,Go 2545,Rosa,PCB,5747,11x20x13 cm,12,Gaming,"Micro ATX, B760"
COO0064,Cooler Cooler Master Series 1632,cooler,131500,17,"cooler Cooler Master liquida 360mm aire, color grafito. Ideal para gaming.",Cooler Master,Series 1632,Grafito,Aluminio y cobre,5638,57x8x13 cm,12,Hogar,"liquida 360mm, aire"
NOT0064,Notebook Asus Gamer 5930,notebook,2953500,15,"notebook Asus Ryzen 7 1TB SSD, color grafito. Ideal para gaming.",Asus,Gamer 5930,Grafito,Aluminio,5651,6x15x21 cm,6,Hogar,"Ryzen 7, 1TB SSD"
TAB0064,Tablet Samsung Gamer 4991,tablet,367000,38,"tablet Samsung con lapiz 10 pulgadas, color grafito. Ideal para estudio.",Samsung,Gamer 4991,Grafito,Aluminio,1837,12x6x10 cm,12,Streaming,"con lapiz, 10 pulgadas"
PEN0064,Pendrive SanDisk Ultra 6442,pendrive,45000,6,"pendrive SanDisk 64GB metalico, color grafito. Ideal para oficina.",SanDisk,Ultra 6442,Grafito,Metal,7741,12x31x17 cm,6,Estudio,"64GB, metalico"
ROU0064,Router TP-Link X 6749,router,150500,3,"router TP-Link mesh 4 antenas, color rojo. Ideal para streaming.",TP-Link,X 6749,Rojo,Plastico,3277,14x10x20 cm,36,Profesional,"mesh, 4 antenas"
IMP0064,Impresora HP Pro 5067,impresora,188000,29,"impresora HP sistema continuo color, color azul. Ideal para hogar.",HP,Pro 5067,Azul,Plastico,1658,48x24x21 cm,12,Streaming,"sistema continuo, color"
CAR0064,Cargador Anker One 6929,cargador,50500,39,"cargador Anker USB-C 65W, color rojo. Ideal para hogar.",Anker,One 6929,Rojo,Plastico,1604,13x15x14 cm,12,Hogar,"USB-C, 65W"
MOU0065,Mouse Logitech Ultra 4941,mouse,214000,27,"mouse Logitech ergonomico con cable, color gris. Ideal para streaming.",Logitech,Ultra 4941,Gris,Plastico ABS,2864,46x40x24 cm,24,Profesional,"ergonomico, con cable"
TEC0065,Teclado Corsair Max 1761,teclado,323500,0,"teclado Corsair full size compacto, color negro. Ideal para estudio.",Corsair,Max 1761,Negro,Aluminio,7671,31x14x22 cm,12,Streaming,"full size, compacto"
MON0065,Monitor AOC Go 1486,monitor,361000,36,"monitor AOC 4K 2K QHD, color grafito. Ideal para oficina.",AOC,Go 1486,Grafito,Plastico y metal,7319,13x23x16 cm,12,Profesional,"4K, 2K QHD"
AUR0065,Auriculares Redragon Pro 6074,auriculares,161500,13,"auriculares Redragon gamer con cable, color rosa. Ideal para gaming.",Redragon,Pro 6074,Rosa,Plastico y cuero sintetico,6676,49x20x4 cm,6,Streaming,"gamer, con cable"
SIL0065,Silla ProSeat Air 8767,silla,562000,18,"silla ProSeat apoyabrazos 4D gamer, color plata. Ideal para hogar.",ProSeat,Air 8767,Plata,Ecocuero y metal,6426,51x29x24 cm,24,Hogar,"apoyabrazos 4D, gamer"
WEB0065,Webcam Microsoft Gamer 6676,webcam,87500,24,"webcam Microsoft para streaming autofoco, color azul. Ideal para hogar.",Microsoft,Gamer 6676,Azul,Plastico,3086,41x35x29 cm,24,Hogar,"para streaming, autofoco"
MIC0065,Microfono FIFINE Go 9842,microfono,144500,18,"microfono FIFINE condensador para streaming, color grafito. Ideal para oficina.",FIFINE,Go 9842,Grafito,Metal,2861,23x28x2 cm,6,Estudio,"condensador, para streaming"
PAR0065,Parlante Edifier One 5119,parlante,229000,39,"parlante Edifier 2.1 2.0, color blanco. Ideal para profesional.",Edifier,One 5119,Blanco,Madera y plastico,4766,29x30x11 cm,36,Oficina,"2.1, 2.0"
SSD0065,Ssd Samsung Lite 321,ssd,150500,24,"ssd Samsung 1TB SATA, color plata. Ideal para estudio.",Samsung,Lite 321,Plata,Metal,1022,22x16x14 cm,6,Profesional,"1TB, SATA"
RAM0065,Ram Kingston Air 4438,ram,255000,11,"ram Kingston 16GB 6000MHz, color rosa. Ideal para gaming.",Kingston,Air 4438,Rosa,PCB,2515,54x25x30 cm,24,Oficina,"16GB, 6000MHz"
GPU0065,Placa de video ASUS Gamer 9382,placa de video,2270500,15,"placa de video ASUS RTX 4070 12GB, color grafito. Ideal para streaming.",ASUS,Gamer 9382,Grafito,Metal y plastico,7452,6x6x19 cm,6,Hogar,"RTX 4070, 12GB"
FUE0065,Fuente Cooler Master Max 2427,fuente,333000,0,"fuente Cooler Master 650W 850W, color blanco. Ideal para estudio.",Cooler Master,Max 2427,Blanco,Metal,2350,25x15x8 cm,24,Streaming,"650W, 850W"
GAB0065,Gabinete Thermaltake Go 2987,gabinete,196000,18,"gabinete Thermaltake 3 coolers RGB, color grafito. Ideal para streaming.",Thermaltake,Go 2987,Grafito,Acero y vidrio,7343,48x36x3 cm,6,Hogar,"3 coolers, RGB"
CPU0065,Procesador Intel Air 2780,procesador,866000,10,"procesador Intel AM5 LGA1700, color negro. Ideal para hogar.",Intel,Air 2780,Negro,Silicio,3841,33x13x20 cm,36,Hogar,"AM5, LGA1700"
MBO0065,Motherboard MSI S 3185,motherboard,237000,18,"motherboard MSI DDR5 B650, color rosa. Ideal para streaming.",MSI,S 3185,Rosa,PCB,6828,7x27x28 cm,12,Hogar,"DDR5, B650"
COO0065,Cooler DeepCool Ultra 502,cooler,34500,2,"cooler DeepCool liquida 360mm aire, color rojo. Ideal para hogar.",DeepCool,Ultra 502,Rojo,Aluminio y cobre,7065,48x16x25 cm,12,Gaming,"liquida 360mm, aire"
NOT0065,Notebook Dell Max 5339,notebook,2484500,2,"notebook Dell 512GB SSD Core i5, color plata. Ideal para oficina.",Dell,Max 5339,Plata,Aluminio,7977,41x12x26 cm,12,Hogar,"512GB SSD, Core i5"
TAB0065,Tablet Samsung Gamer 2794,tablet,407500,25,"tablet Samsung 11 pulgadas 10 pulgadas, color negro. Ideal para profesional.",Samsung,Gamer 2794,Negro,Aluminio,5859,14x38x26 cm,36,Oficina,"11 pulgadas, 10 pulgadas"
PEN0065,Pendrive Kingston One 3155,pendrive,16500,24,"pendrive Kingston 64GB 128GB, color plata. Ideal para profesional.",Kingston,One 3155,Plata,Metal,6826,60x18x9 cm,12,Oficina,"64GB, 128GB"
ROU0065,Router TP-Link Air 7353,router,167000,39,"router TP-Link 4 antenas doble banda, color rosa. Ideal para gaming.",TP-Link,Air 7353,Rosa,Plastico,2403,28x35x24 cm,12,Profesional,"4 antenas, doble banda"
IMP0065,Impresora Epson Max 3813,impresora,682000,23,"impresora Epson laser multifuncion, color grafito. Ideal para hogar.",Epson,Max 3813,Grafito,Plastico,3303,10x8x19 cm,36,Gaming,"laser, multifuncion"
CAR0065,Cargador Genius Max 6474,cargador,62500,13,"cargador Genius USB-C carga rapida, color plata. Ideal para gaming.",Genius,Max 6474,Plata,Plastico,165,36x12x6 cm,36,Gaming,"USB-C, carga rapida"
MOU0066,Mouse Genius Air 9170,mouse,193000,6,"mouse Genius 16000 DPI inalambrico, color rosa. Ideal para hogar.",Genius,Air 9170,Rosa,Plastico ABS,5507,55x32x24 cm,24,Estudio,"16000 DPI, inalambrico"
TEC0066,Teclado HyperX S 7939,teclado,407000,17,"teclado HyperX switches blue compacto, color rosa. Ideal para oficina.",HyperX,S 7939,Rosa,Aluminio,7995,18x14x6 cm,12,Streaming,"switches blue, compacto"
MON0066,Monitor Gigabyte Pro 1838,monitor,513000,36,"monitor Gigabyte 4K Full HD, color azul. Ideal para streaming.",Gigabyte,Pro 1838,Azul,Plastico y metal,4687,14x16x7 cm,24,Hogar,"4K, Full HD"
AUR0066,Auriculares Logitech S 3098,auriculares,369000,4,"auriculares Logitech gamer cancelacion de ruido, color rojo. Ideal para oficina.",Logitech,S 3098,Rojo,Plastico y cuero sintetico,6874,45x35x29 cm,12,Gaming,"gamer, cancelacion de ruido"
SIL0066,Silla Redragon Series 1008,silla,685500,18,"silla Redragon apoyabrazos 4D ecocuero, color azul. Ideal para oficina.",Redragon,Series 1008,Azul,Ecocuero y metal,101,36x25x9 cm,24,Gaming,"apoyabrazos 4D, ecocuero"
WEB0066,Webcam Microsoft Max 322,webcam,80500,26,"webcam Microsoft 2K microfono integrado, color blanco. Ideal para estudio.",Microsoft,Max 322,Blanco,Plastico,6476,23x30x9 cm,36,Streaming,"2K, microfono integrado"
MIC0066,Microfono Razer S 1136,microfono,284500,3,"microfono Razer filtro pop cardioide, color rojo. Ideal para profesional.",Razer,S 1136,Rojo,Metal,4708,9x16x22 cm,6,Profesional,"filtro pop, cardioide"
PAR0066,Parlante Logitech S 4485,parlante,199500,22,"parlante Logitech bluetooth estereo, color blanco. Ideal para gaming.",Logitech,S 4485,Blanco,Madera y plastico,4715,47x10x20 cm,36,Estudio,"bluetooth, estereo"
SSD0066,Ssd Kingston One 5359,ssd,122000,4,"ssd Kingston 7000MB/s M.2, color plata. Ideal para gaming.",Kingston,One 5359,Plata,Metal,6695,13x6x10 cm,12,Hogar,"7000MB/s, M.2"
RAM0066,Ram Corsair Air 344,ram,55500,6,"ram Corsair RGB DDR4, color blanco. Ideal para gaming.",Corsair,Air 344,Blanco,PCB,7757,17x20x26 cm,36,Estudio,"RGB, DDR4"
GPU0066,Placa de video Zotac Gamer 8815,placa de video,2725500,34,"placa de video Zotac RX 7600 RTX 4060, color plata. Ideal para gaming.",Zotac,Gamer 8815,Plata,Metal y plastico,1401,32x36x30 cm,36,Oficina,"RX 7600, RTX 4060"
FUE0066,Fuente Corsair One 3137,fuente,60000,30,"fuente Corsair 80 Plus Bronze modular, color gris. Ideal para streaming.",Corsair,One 3137,Gris,Metal,4774,38x39x21 cm,36,Streaming,"80 Plus Bronze, modular"
GAB0066,Gabinete Gamemax X 3986,gabinete,222000,13,"gabinete Gamemax buena ventilacion 3 coolers, color rosa. Ideal para gaming.",Gamemax,X 3986,Rosa,Acero y vidrio,5210,54x29x12 cm,24,Oficina,"buena ventilacion, 3 coolers"
CPU0066,Procesador Intel Series 9573,procesador,411500,0,"procesador Intel Ryzen 5 Core i7, color rojo. Ideal para gaming.",Intel,Series 9573,Rojo,Silicio,4851,9x27x28 cm,6,Profesional,"Ryzen 5, Core i7"
MBO0066,Motherboard ASRock S 4561,motherboard,598000,19,"motherboard ASRock WiFi ATX, color azul. Ideal para streaming.",ASRock,S 4561,Azul,PCB,459,5x13x15 cm,36,Hogar,"WiFi, ATX"
COO0066,Cooler Noctua Plus 9025,cooler,103000,37,"cooler Noctua RGB silencioso, color grafito. Ideal para hogar.",Noctua,Plus 9025,Grafito,Aluminio y cobre,7614,24x10x15 cm,12,Hogar,"RGB, silencioso"
NOT0066,Notebook Dell S 653,notebook,796500,27,"notebook Dell pantalla 15.6 Core i5, color azul. Ideal para profesional.",Dell,S 653,Azul,Aluminio,5776,19x35x8 cm,6,Estudio,"pantalla 15.6, Core i5"
TAB0066,Tablet Lenovo Plus 9357,tablet,687000,0,"tablet Lenovo con lapiz 11 pulgadas, color grafito. Ideal para streaming.",Lenovo,Plus 9357,Grafito,Aluminio,4682,46x27x6 cm,36,Oficina,"con lapiz, 11 pulgadas"
PEN0066,Pendrive SanDisk Lite 911,pendrive,55000,1,"pendrive SanDisk metalico USB 3.2, color rojo. Ideal para profesional.",SanDisk,Lite 911,Rojo,Metal,952,15x38x7 cm,36,Hogar,"metalico, USB 3.2"
ROU0066,Router Tenda Lite 7088,router,112500,40,"router Tenda doble banda WiFi 6, color azul. Ideal para estudio.",Tenda,Lite 7088,Azul,Plastico,5135,59x40x28 cm,24,Estudio,"doble banda, WiFi 6"
IMP0066,Impresora HP X 4715,impresora,463000,22,"impresora HP laser wifi, color grafito. Ideal para profesional.",HP,X 4715,Grafito,Plastico,6155,19x24x24 cm,24,Gaming,"laser, wifi"
CAR0066,Cargador Baseus One 2087,cargador,57500,39,"cargador Baseus 2 puertos carga rapida, color grafito. Ideal para streaming.",Baseus,One 2087,Grafito,Plastico,7789,59x21x10 cm,36,Profesional,"2 puertos, carga rapida"
MOU0067,Mouse Razer One 4517,mouse,146000,36,"mouse Razer ergonomico sensor optico, color grafito. Ideal para oficina.",Razer,One 4517,Grafito,Plastico ABS,441,42x26x18 cm,36,Oficina,"ergonomico, sensor optico"
TEC0067,Teclado Genius Go 7915,teclado,64500,16,"teclado Genius full size switches red, color rosa. Ideal para gaming.",Genius,Go 7915,Rosa,Aluminio,7375,53x33x6 cm,6,Streaming,"full size, switches red"
MON0067,Monitor LG Ultra 7943,monitor,466000,34,"monitor LG 165Hz 75Hz, color negro. Ideal para profesional.",LG,Ultra 7943,Negro,Plastico y metal,5213,50x31x13 cm,24,Hogar,"165Hz, 75Hz"
AUR0067,Auriculares JBL Max 2158,auriculares,47500,20,"auriculares JBL gamer inalambrico, color negro. Ideal para hogar.",JBL,Max 2158,Negro,Plastico y cuero sintetico,6998,24x29x4 cm,12,Streaming,"gamer, inalambrico"
SIL0067,Silla Noblechairs Lite 9382,silla,318500,23,"silla Noblechairs soporte lumbar gamer, color negro. Ideal para gaming.",Noblechairs,Lite 9382,Negro,Ecocuero y metal,1721,51x34x12 cm,36,Profesional,"soporte lumbar, gamer"
WEB0067,Webcam Genius Lite 5519,webcam,35500,36,"webcam Genius para streaming microfono integrado, color rojo. Ideal para gaming.",Genius,Lite 5519,Rojo,Plastico,7608,41x18x4 cm,24,Streaming,"para streaming, microfono integrado"
MIC0067,Microfono Razer Series 4988,microfono,243000,25,"microfono Razer cardioide filtro pop, color rosa. Ideal para gaming.",Razer,Series 4988,Rosa,Metal,1875,39x40x13 cm,6,Oficina,"cardioide, filtro pop"
PAR0067,Parlante Edifier Max 3221,parlante,37500,16,"parlante Edifier 2.0 subwoofer, color grafito. Ideal para hogar.",Edifier,Max 3221,Grafito,Madera y plastico,2448,16x21x15 cm,12,Streaming,"2.0, subwoofer"
SSD0067,Ssd Samsung Pro 5035,ssd,329000,27,"ssd Samsung 7000MB/s 2TB, color rosa. Ideal para streaming.",Samsung,Pro 5035,Rosa,Metal,5577,56x30x27 cm,6,Gaming,"7000MB/s, 2TB"
RAM0067,Ram ADATA Go 2407,ram,172500,4,"ram ADATA 6000MHz RGB, color azul. Ideal para streaming.",ADATA,Go 2407,Azul,PCB,784,46x36x16 cm,24,Gaming,"6000MHz, RGB"
GPU0067,Placa de video Zotac Plus 3185,placa de video,1686000,4,"placa de video Zotac RTX 4080 RTX 4070, color negro. Ideal para estudio.",Zotac,Plus 3185,Negro,Metal y plastico,6553,55x28x3 cm,12,Oficina,"RTX 4080, RTX 4070"
FUE0067,Fuente Cooler Master S 6503,fuente,221500,11,"fuente Cooler Master 750W 80 Plus Bronze, color rojo. Ideal para oficina.",Cooler Master,S 6503,Rojo,Metal,4312,14x19x2 cm,12,Gaming,"750W, 80 Plus Bronze"
GAB0067,Gabinete NZXT X 6674,gabinete,65000,0,"gabinete NZXT Micro ATX buena ventilacion, color blanco. Ideal para oficina.",NZXT,X 6674,Blanco,Acero y vidrio,2127,31x34x16 cm,6,Streaming,"Micro ATX, buena ventilacion"
CPU0067,Procesador Intel Air 7108,procesador,172500,29,"procesador Intel 8 nucleos AM5, color plata. Ideal para oficina.",Intel,Air 7108,Plata,Silicio,6406,35x27x26 cm,24,Oficina,"8 nucleos, AM5"
MBO0067,Motherboard ASUS Max 4654,motherboard,202000,12,"motherboard ASUS B760 B650, color rojo. Ideal para streaming.",ASUS,Max 4654,Rojo,PCB,4815,40x21x28 cm,36,Oficina,"B760, B650"
COO0067,Cooler Cooler Master Pro 3651,cooler,58500,35,"cooler Cooler Master liquida 240mm aire, color azul. Ideal para gaming.",Cooler Master,Pro 3651,Azul,Aluminio y cobre,7804,56x6x4 cm,36,Streaming,"liquida 240mm, aire"
NOT0067,Notebook HP Max 2269,notebook,945500,29,"notebook HP Core i5 16GB RAM, color azul. Ideal para streaming.",HP,Max 2269,Azul,Aluminio,3438,58x21x23 cm,36,Streaming,"Core i5, 16GB RAM"
TAB0067,Tablet Samsung Gamer 8213,tablet,311000,40,"tablet Samsung 128GB WiFi, color rojo. Ideal para estudio.",Samsung,Gamer 8213,Rojo,Aluminio,7715,60x16x10 cm,6,Hogar,"128GB, WiFi"
PEN0067,Pendrive SanDisk Air 8973,pendrive,18000,31,"pendrive SanDisk metalico USB 3.2, color rosa. Ideal para profesional.",SanDisk,Air 8973,Rosa,Metal,4193,60x9x7 cm,12,Profesional,"metalico, USB 3.2"
ROU0067,Router Tenda Pro 9683,router,170000,19,"router Tenda mesh 4 antenas, color rojo. Ideal para estudio.",Tenda,Pro 9683,Rojo,Plastico,5986,52x14x9 cm,36,Oficina,"mesh, 4 antenas"
IMP0067,Impresora Brother Lite 7495,impresora,286500,0,"impresora Brother wifi multifuncion, color blanco. Ideal para gaming.",Brother,Lite 7495,Blanco,Plastico,1026,38x34x18 cm,6,Oficina,"wifi, multifuncion"
CAR0067,Cargador Genius X 9157,cargador,52000,5,"cargador Genius 2 puertos USB-C, color grafito. Ideal para gaming.",Genius,X 9157,Grafito,Plastico,7119,57x36x11 cm,6,Streaming,"2 puertos, USB-C"
MOU0068,Mouse Razer One 2574,mouse,190000,23,"mouse Razer RGB ergonomico, color rojo. Ideal para profesional.",Razer,One 2574,Rojo,Plastico ABS,6072,53x12x17 cm,6,Oficina,"RGB, ergonomico"
TEC0068,Teclado Razer Max 8164,teclado,127500,36,"teclado Razer switches red inalambrico, color grafito. Ideal para oficina.",Razer,Max 8164,Grafito,Aluminio,225,28x23x6 cm,12,Gaming,"switches red, inalambrico"
MON0068,Monitor Philips Max 6274,monitor,770000,25,"monitor Philips DisplayPort 4K, color rojo. Ideal para oficina.",Philips,Max 6274,Rojo,Plastico y metal,7494,17x5x24 cm,12,Oficina,"DisplayPort, 4K"
AUR0068,Auriculares HyperX Plus 5048,auriculares,288500,34,"auriculares HyperX inalambrico cancelacion de ruido, color plata. Ideal para estudio.",HyperX,Plus 5048,Plata,Plastico y cuero sintetico,4802,26x5x10 cm,36,Gaming,"inalambrico, cancelacion de ruido"
SIL0068,Silla Cougar Pro 6230,silla,536500,5,"silla Cougar soporte lumbar malla, color grafito. Ideal para profesional.",Cougar,Pro 6230,Grafito,Ecocuero y metal,1602,55x33x17 cm,24,Estudio,"soporte lumbar, malla"
WEB0068,Webcam Razer S 7098,webcam,229500,21,"webcam Razer 2K USB, color rosa. Ideal para profesional.",Razer,S 7098,Rosa,Plastico,1565,33x36x17 cm,24,Oficina,"2K, USB"
MIC0068,Microfono Blue X 9393,microfono,77000,26,"microfono Blue condensador para streaming, color gris. Ideal para gaming.",Blue,X 9393,Gris,Metal,1211,56x13x2 cm,24,Estudio,"condensador, para streaming"
PAR0068,Parlante JBL Max 9807,parlante,189000,27,"parlante JBL bluetooth subwoofer, color azul. Ideal para oficina.",JBL,Max 9807,Azul,Madera y plastico,4894,25x25x26 cm,36,Oficina,"bluetooth, subwoofer"
SSD0068,Ssd Crucial Lite 7690,ssd,351500,19,"ssd Crucial lectura 3500MB/s SATA, color gris. Ideal para oficina.",Crucial,Lite 7690,Gris,Metal,400,32x29x4 cm,24,Streaming,"lectura 3500MB/s, SATA"
RAM0068,Ram ADATA One 8527,ram,71000,14,"ram ADATA 3200MHz DDR4, color negro. Ideal para oficina.",ADATA,One 8527,Negro,PCB,5413,39x7x3 cm,24,Estudio,"3200MHz, DDR4"
GPU0068,Placa de video Gigabyte Go 2672,placa de video,701000,12,"placa de video Gigabyte ray tracing 12GB, color blanco. Ideal para gaming.",Gigabyte,Go 2672,Blanco,Metal y plastico,7830,58x16x27 cm,6,Profesional,"ray tracing, 12GB"
FUE0068,Fuente Cooler Master Series 1945,fuente,273500,35,"fuente Cooler Master 80 Plus Gold 750W, color rojo. Ideal para hogar.",Cooler Master,Series 1945,Rojo,Metal,3338,24x5x5 cm,6,Estudio,"80 Plus Gold, 750W"
GAB0068,Gabinete Thermaltake Plus 9213,gabinete,220000,9,"gabinete Thermaltake RGB vidrio templado, color negro. Ideal para streaming.",Thermaltake,Plus 9213,Negro,Acero y vidrio,57,7x29x7 cm,36,Hogar,"RGB, vidrio templado"
CPU0068,Procesador AMD Lite 5239,procesador,992500,19,"procesador AMD AM5 8 nucleos, color rojo. Ideal para hogar.",AMD,Lite 5239,Rojo,Silicio,6185,24x12x21 cm,36,Streaming,"AM5, 8 nucleos"
MBO0068,Motherboard Gigabyte Lite 4952,motherboard,268000,28,"motherboard Gigabyte B650 WiFi, color gris. Ideal para oficina.",Gigabyte,Lite 4952,Gris,PCB,665,17x16x2 cm,24,Streaming,"B650, WiFi"
COO0068,Cooler Cooler Master Pro 4758,cooler,164500,14,"cooler Cooler Master silencioso liquida 360mm, color gris. Ideal para gaming.",Cooler Master,Pro 4758,Gris,Aluminio y cobre,2355,51x36x18 cm,6,Gaming,"silencioso, liquida 360mm"
NOT0068,Notebook Asus One 7415,notebook,3256000,39,"notebook Asus 14 pulgadas 1TB SSD, color gris. Ideal para profesional.",Asus,One 7415,Gris,Aluminio,4763,49x38x5 cm,12,Estudio,"14 pulgadas, 1TB SSD"
TAB0068,Tablet Samsung Ultra 9103,tablet,653000,28,"tablet Samsung 10 pulgadas 11 pulgadas, color negro. Ideal para streaming.",Samsung,Ultra 9103,Negro,Aluminio,5687,52x15x24 cm,6,Gaming,"10 pulgadas, 11 pulgadas"
PEN0068,Pendrive Kingston X 3322,pendrive,20500,35,"pendrive Kingston metalico 128GB, color gris. Ideal para gaming.",Kingston,X 3322,Gris,Metal,81,25x7x12 cm,12,Profesional,"metalico, 128GB"
ROU0068,Router TP-Link Series 3949,router,139500,40,"router TP-Link AX1800 doble banda, color negro. Ideal para estudio.",TP-Link,Series 3949,Negro,Plastico,6335,44x8x3 cm,36,Hogar,"AX1800, doble banda"
IMP0068,Impresora Brother Go 7181,impresora,406000,15,"impresora Brother laser color, color gris. Ideal para estudio.",Brother,Go 7181,Gris,Plastico,7337,18x37x21 cm,36,Streaming,"laser, color"
CAR0068,Cargador Anker Lite 8024,cargador,49500,8,"cargador Anker USB-C 65W, color grafito. Ideal para estudio.",Anker,Lite 8024,Grafito,Plastico,7529,56x30x7 cm,36,Hogar,"USB-C, 65W"
MOU0069,Mouse Logitech Lite 7211,mouse,27500,13,"mouse Logitech RGB sensor optico, color azul. Ideal para estudio.",Logitech,Lite 7211,Azul,Plastico ABS,6530,15x17x30 cm,12,Streaming,"RGB, sensor optico"
TEC0069,Teclado Genius Max 1724,teclado,253500,39,"teclado Genius switches blue RGB, color rosa. Ideal para gaming.",Genius,Max 1724,Rosa,Aluminio,4378,35x25x24 cm,6,Hogar,"switches blue, RGB"
MON0069,Monitor Philips Gamer 6418,monitor,593000,24,"monitor Philips DisplayPort IPS, color blanco. Ideal para oficina.",Philips,Gamer 6418,Blanco,Plastico y metal,101,45x39x18 cm,6,Streaming,"DisplayPort, IPS"
AUR0069,Auriculares HyperX Lite 1329,auriculares,258000,27,"auriculares HyperX almohadillas microfono, color gris. Ideal para estudio.",HyperX,Lite 1329,Gris,Plastico y cuero sintetico,5741,12x27x20 cm,36,Estudio,"almohadillas, microfono"
SIL0069,Silla Noblechairs Air 4146,silla,691500,12,"silla Noblechairs reclinable ecocuero, color azul. Ideal para gaming.",Noblechairs,Air 4146,Azul,Ecocuero y metal,5917,57x14x24 cm,36,Hogar,"reclinable, ecocuero"
WEB0069,Webcam Microsoft Go 6641,webcam,128000,37,"webcam Microsoft 2K USB, color grafito. Ideal para oficina.",Microsoft,Go 6641,Grafito,Plastico,2701,33x18x11 cm,12,Profesional,"2K, USB"
MIC0069,Microfono Razer Lite 9968,microfono,39500,29,"microfono Razer filtro pop para streaming, color azul. Ideal para oficina.",Razer,Lite 9968,Azul,Metal,4795,60x6x16 cm,24,Streaming,"filtro pop, para streaming"
PAR0069,Parlante Genius Max 6850,parlante,53000,29,"parlante Genius estereo 2.1, color grafito. Ideal para hogar.",Genius,Max 6850,Grafito,Madera y plastico,4018,6x40x2 cm,36,Profesional,"estereo, 2.1"
SSD0069,Ssd Crucial Plus 9261,ssd,169500,5,"ssd Crucial 1TB 500GB, color rojo. Ideal para oficina.",Crucial,Plus 9261,Rojo,Metal,6625,43x37x29 cm,24,Gaming,"1TB, 500GB"
RAM0069,Ram G.Skill Gamer 4073,ram,185000,22,"ram G.Skill RGB 32GB, color azul. Ideal para streaming.",G.Skill,Gamer 4073,Azul,PCB,4813,39x39x5 cm,36,Profesional,"RGB, 32GB"
GPU0069,Placa de video ASUS Plus 4851,placa de video,1049000,33,"placa de video ASUS RTX 4060 8GB GDDR6, color rojo. Ideal para gaming.",ASUS,Plus 4851,Rojo,Metal y plastico,2726,15x12x28 cm,6,Oficina,"RTX 4060, 8GB GDDR6"
FUE0069,Fuente Thermaltake Max 7615,fuente,197000,36,"fuente Thermaltake 80 Plus Bronze modular, color negro. Ideal para gaming.",Thermaltake,Max 7615,Negro,Metal,198,58x39x7 cm,24,Estudio,"80 Plus Bronze, modular"
GAB0069,Gabinete Thermaltake X 8621,gabinete,351500,35,"gabinete Thermaltake Micro ATX ATX, color blanco. Ideal para oficina.",Thermaltake,X 8621,Blanco,Acero y vidrio,7217,47x7x12 cm,36,Profesional,"Micro ATX, ATX"
CPU0069,Procesador Intel One 9848,procesador,372500,36,"procesador Intel 6 nucleos AM5, color plata. Ideal para oficina.",Intel,One 9848,Plata,Silicio,169,14x33x27 cm,24,Gaming,"6 nucleos, AM5"
MBO0069,Motherboard ASUS Pro 3587,motherboard,529500,26,"motherboard ASUS ATX X670, color negro. Ideal para estudio.",ASUS,Pro 3587,Negro,PCB,2965,46x18x2 cm,24,Hogar,"ATX, X670"
COO0069,Cooler Noctua Ultra 9241,cooler,241500,29,"cooler Noctua silencioso liquida 240mm, color azul. Ideal para streaming.",Noctua,Ultra 9241,Azul,Aluminio y cobre,6969,23x32x16 cm,6,Estudio,"silencioso, liquida 240mm"
